"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"647",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"648",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"649",1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"650",1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0
"651",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"652",1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"653",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"654",1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
"655",1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0
"656",1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
"657",1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1
"658",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"659",1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1
"660",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"661",0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
"662",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"663",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"664",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"665",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"666",0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0
"667",1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"668",0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1
"669",1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0
"670",0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"671",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
"672",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"673",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
"674",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"675",1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"676",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"677",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"678",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"679",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"680",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"681",1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1
"682",0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1
"683",0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1
"684",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"685",1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"686",0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1
"687",1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"688",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"689",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"690",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"691",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
"692",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"693",0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"694",0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1
"695",1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"696",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"697",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"698",1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"699",1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"700",1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"701",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1
"702",1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1
"703",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"704",0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
"705",1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0
"706",1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"707",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"708",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"709",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"710",1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"711",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"712",0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
"713",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"714",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"715",1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"716",0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
"717",1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1
"718",1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"719",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"720",0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
"721",1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
"722",1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1
"723",1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"724",1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0
"725",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"726",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"727",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1
"728",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"729",1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"730",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"731",1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0
"732",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"733",1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0
"734",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"735",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"736",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"737",0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1
"738",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"739",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"740",1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0
"741",1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
"742",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"743",1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"744",1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"745",1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1
"746",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"747",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"748",1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1
"749",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"750",1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"751",1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"752",1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"753",1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"754",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"755",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"756",1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0
"757",1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"758",1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1
"759",1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1
"760",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"761",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"762",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"763",1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0
"764",1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
"765",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"766",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"767",1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1
"768",0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1
"769",1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
"770",1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"771",1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
"772",1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
"773",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"774",0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1
"775",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"776",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"777",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
"778",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"779",1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"780",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"781",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"782",1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"783",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
"784",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
"785",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"786",1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0
"787",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"788",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"789",1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"790",1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0
"791",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"792",0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1
"793",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"794",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"795",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"796",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
"797",1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0
"798",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"799",1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
"800",1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0
"801",1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
"802",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"803",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"804",1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1
"805",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"806",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0
"807",1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0
"808",0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"809",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"810",1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
"811",1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"812",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"813",0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
"814",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"815",0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1
"816",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"817",0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1
"818",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"819",1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
"820",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
"821",1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0
"822",1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
"823",0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"824",1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1
"825",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"826",1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0
"827",0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"828",0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1
"829",1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"830",0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"831",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"832",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"833",0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0
"834",1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0
"835",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
"836",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"837",0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1
"838",1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
"839",1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"840",0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"841",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"842",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"843",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"844",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"845",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"846",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"847",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"848",1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0
"849",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"850",0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0
"851",1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1
"852",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"853",1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
"854",0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"855",0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"856",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"857",0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1
"858",1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
"859",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"860",1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0
"861",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"862",1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1
"863",0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1
"864",1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"865",0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"866",0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1
"867",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"868",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"869",1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0
"870",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"871",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"872",0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"873",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"874",1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1
"875",1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0
"876",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
"877",1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"878",1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"879",1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
"880",1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0
"881",0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1
"882",0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"883",0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"884",1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"885",0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1
"886",0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0
"887",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"888",1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"889",0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"890",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"891",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"892",1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"893",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"894",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"895",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"896",0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1
"897",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"898",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"899",1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
"900",1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1
"901",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"902",0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
"903",0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"904",1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"905",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"906",1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"907",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"908",1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"909",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"910",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"911",1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"912",1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"913",1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0
"914",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"915",0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1
"916",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"917",1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"918",1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"919",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"920",1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"921",0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1
"922",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
"923",1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
"924",0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1
"925",1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"926",1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"927",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"928",0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"929",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"930",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"931",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"932",1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"933",0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"934",0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"935",1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"936",0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
"937",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"938",1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1
"939",1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0
"940",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1
"941",1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1
"942",0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"943",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"944",1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"945",1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0
"946",0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1
"947",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"948",1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"949",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"950",1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
"951",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"952",1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"953",0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1
"954",1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0
"955",0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"956",0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
"957",0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1
"958",1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1
"959",0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"960",1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"961",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"962",1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"963",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"964",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"965",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
"966",1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"967",0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
"968",1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
"969",1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"970",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
